stale_workbook,sheet,cell,old,new
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV Master Sheet - Briggs.xlsx",Pro Forma,F17,,"=IFERROR(IF('Assumptions & Flags'!$C$31="""","""",'Assumptions & Flags'!$C$31),"""")"
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV Master Sheet - Briggs.xlsx",Pro Forma,G17,,"=IFERROR(IF('Assumptions & Flags'!$C$31="""","""",'Assumptions & Flags'!$C$31),"""")"
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV Master Sheet - Briggs.xlsx",Pro Forma,H17,,"=IFERROR(IF('Assumptions & Flags'!$C$31="""","""",'Assumptions & Flags'!$C$31),"""")"
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV Master Sheet - Briggs.xlsx",Pro Forma,I17,,"=IFERROR(IF('Assumptions & Flags'!$C$31="""","""",'Assumptions & Flags'!$C$31),"""")"
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV Master Sheet - Briggs.xlsx",Pro Forma,J17,,"=IFERROR(IF('Assumptions & Flags'!$C$31="""","""",'Assumptions & Flags'!$C$31),"""")"
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV Master Sheet - Briggs.xlsx",Pro Forma,K17,,"=IFERROR(IF('Assumptions & Flags'!$C$31="""","""",'Assumptions & Flags'!$C$31),"""")"
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV Master Sheet - Briggs.xlsx",Pro Forma,L17,,"=IFERROR(IF('Assumptions & Flags'!$C$31="""","""",'Assumptions & Flags'!$C$31),"""")"
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV Master Sheet - Briggs.xlsx",Pro Forma,M17,,"=IFERROR(IF('Assumptions & Flags'!$C$31="""","""",'Assumptions & Flags'!$C$31),"""")"
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV Master Sheet - Briggs.xlsx",Pro Forma,A18,,TOTAL OPERATING EXPENSES
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV Master Sheet - Briggs.xlsx",Pro Forma,B18,  Insurance,
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV Master Sheet - Briggs.xlsx",Pro Forma,C18,Annual,
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV Master Sheet - Briggs.xlsx",Pro Forma,D18,,"=IFERROR(SUM(D14:D17),"""")"
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV Master Sheet - Briggs.xlsx",Pro Forma,E18,,"=IFERROR(SUM(E14:E17),"""")"
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV Master Sheet - Briggs.xlsx",Pro Forma,F18,,"=IFERROR(SUM(F14:F17),"""")"
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV Master Sheet - Briggs.xlsx",Pro Forma,G18,,"=IFERROR(SUM(G14:G17),"""")"
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV Master Sheet - Briggs.xlsx",Pro Forma,H18,,"=IFERROR(SUM(H14:H17),"""")"
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV Master Sheet - Briggs.xlsx",Pro Forma,I18,,"=IFERROR(SUM(I14:I17),"""")"
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV Master Sheet - Briggs.xlsx",Pro Forma,J18,,"=IFERROR(SUM(J14:J17),"""")"
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV Master Sheet - Briggs.xlsx",Pro Forma,K18,,"=IFERROR(SUM(K14:K17),"""")"
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV Master Sheet - Briggs.xlsx",Pro Forma,L18,,"=IFERROR(SUM(L14:L17),"""")"
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV Master Sheet - Briggs.xlsx",Pro Forma,M18,,"=IFERROR(SUM(M14:M17),"""")"
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV Master Sheet - Briggs.xlsx",Pro Forma,B19,  Common Area Maintenance,
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV Master Sheet - Briggs.xlsx",Pro Forma,C19,Annual,
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV Master Sheet - Briggs.xlsx",Pro Forma,A20,,NET OPERATING INCOME (NOI)
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV Master Sheet - Briggs.xlsx",Pro Forma,B20,  Management Fee,
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV Master Sheet - Briggs.xlsx",Pro Forma,C20,%(EGI),
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV Master Sheet - Briggs.xlsx",Pro Forma,D20,"=IFERROR(D14*'Assumptions & Flags'!C12,"""")","=IFERROR(D11-D18,"""")"
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV Master Sheet - Briggs.xlsx",Pro Forma,E20,"=IFERROR(E14*'Assumptions & Flags'!C12,"""")","=IFERROR(E11-E18,"""")"
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV Master Sheet - Briggs.xlsx",Pro Forma,F20,"=IFERROR(F14*'Assumptions & Flags'!C12,"""")","=IFERROR(F11-F18,"""")"
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV Master Sheet - Briggs.xlsx",Pro Forma,G20,"=IFERROR(G14*'Assumptions & Flags'!C12,"""")","=IFERROR(G11-G18,"""")"
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV Master Sheet - Briggs.xlsx",Pro Forma,H20,"=IFERROR(H14*'Assumptions & Flags'!C12,"""")","=IFERROR(H11-H18,"""")"
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV Master Sheet - Briggs.xlsx",Pro Forma,I20,"=IFERROR(I14*'Assumptions & Flags'!C12,"""")","=IFERROR(I11-I18,"""")"
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV Master Sheet - Briggs.xlsx",Pro Forma,J20,"=IFERROR(J14*'Assumptions & Flags'!C12,"""")","=IFERROR(J11-J18,"""")"
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV Master Sheet - Briggs.xlsx",Pro Forma,K20,"=IFERROR(K14*'Assumptions & Flags'!C12,"""")","=IFERROR(K11-K18,"""")"
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV Master Sheet - Briggs.xlsx",Pro Forma,L20,"=IFERROR(L14*'Assumptions & Flags'!C12,"""")","=IFERROR(L11-L18,"""")"
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV Master Sheet - Briggs.xlsx",Pro Forma,M20,"=IFERROR(M14*'Assumptions & Flags'!C12,"""")","=IFERROR(M11-M18,"""")"
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV Master Sheet - Briggs.xlsx",Pro Forma,B21,  Capital Reserves,
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV Master Sheet - Briggs.xlsx",Pro Forma,C21,Annual,
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV Master Sheet - Briggs.xlsx",Pro Forma,A22,,UNLEVERAGED INVESTMENT ANALYSIS
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV Master Sheet - Briggs.xlsx",Pro Forma,B22,  Other Operating Expenses,
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV Master Sheet - Briggs.xlsx",Pro Forma,C22,Annual,
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV Master Sheet - Briggs.xlsx",Pro Forma,A23,,"Purchase Price (Year 0, negative outflow)"
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV Master Sheet - Briggs.xlsx",Pro Forma,B23,Total Expenses,
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV Master Sheet - Briggs.xlsx",Pro Forma,C23,,"=IFERROR(IF('Assumptions & Flags'!$C$36="""","""",-'Assumptions & Flags'!$C$36),"""")"
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV Master Sheet - Briggs.xlsx",Pro Forma,D23,"=IFERROR(SUM(D17:D22),"""")",
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV Master Sheet - Briggs.xlsx",Pro Forma,E23,"=IFERROR(SUM(E17:E22),"""")",
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV Master Sheet - Briggs.xlsx",Pro Forma,F23,"=IFERROR(SUM(F17:F22),"""")",
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV Master Sheet - Briggs.xlsx",Pro Forma,G23,"=IFERROR(SUM(G17:G22),"""")",
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV Master Sheet - Briggs.xlsx",Pro Forma,H23,"=IFERROR(SUM(H17:H22),"""")",
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV Master Sheet - Briggs.xlsx",Pro Forma,I23,"=IFERROR(SUM(I17:I22),"""")",
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV Master Sheet - Briggs.xlsx",Pro Forma,J23,"=IFERROR(SUM(J17:J22),"""")",
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV Master Sheet - Briggs.xlsx",Pro Forma,K23,"=IFERROR(SUM(K17:K22),"""")",
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV Master Sheet - Briggs.xlsx",Pro Forma,L23,"=IFERROR(SUM(L17:L22),"""")",
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV Master Sheet - Briggs.xlsx",Pro Forma,M23,"=IFERROR(SUM(M17:M22),"""")",
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV Master Sheet - Briggs.xlsx",Pro Forma,N23,,Col C = Year 0 outflow
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV Master Sheet - Briggs.xlsx",Pro Forma,A24,,Annual NOI Cash Flows (Years 1-10)
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV Master Sheet - Briggs.xlsx",Pro Forma,D24,,"=IFERROR(D20,"""")"
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV Master Sheet - Briggs.xlsx",Pro Forma,E24,,"=IFERROR(E20,"""")"
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV Master Sheet - Briggs.xlsx",Pro Forma,F24,,"=IFERROR(F20,"""")"
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV Master Sheet - Briggs.xlsx",Pro Forma,G24,,"=IFERROR(G20,"""")"
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV Master Sheet - Briggs.xlsx",Pro Forma,H24,,"=IFERROR(H20,"""")"
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV Master Sheet - Briggs.xlsx",Pro Forma,I24,,"=IFERROR(I20,"""")"
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV Master Sheet - Briggs.xlsx",Pro Forma,J24,,"=IFERROR(J20,"""")"
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV Master Sheet - Briggs.xlsx",Pro Forma,K24,,"=IFERROR(K20,"""")"
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV Master Sheet - Briggs.xlsx",Pro Forma,L24,,"=IFERROR(L20,"""")"
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV Master Sheet - Briggs.xlsx",Pro Forma,M24,,"=IFERROR(M20,"""")"
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV Master Sheet - Briggs.xlsx",Pro Forma,A25,  NET OPERATING INCOME,Net Reversion (Year 10)
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV Master Sheet - Briggs.xlsx",Pro Forma,M25,,"=IFERROR('Assumptions & Flags'!$I$25,"""")"
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV Master Sheet - Briggs.xlsx",Pro Forma,N25,,Gross − 5% bkg − 1% costs
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV Master Sheet - Briggs.xlsx",Pro Forma,A26,,UNLEVERAGED CASH FLOW (for IRR)
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV Master Sheet - Briggs.xlsx",Pro Forma,B26,Net Operating Income (NOI),
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV Master Sheet - Briggs.xlsx",Pro Forma,C26,,"=IFERROR(C23,"""")"
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV Master Sheet - Briggs.xlsx",Pro Forma,D26,"=IFERROR(D14-D23,"""")","=IFERROR(D24,"""")"
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV Master Sheet - Briggs.xlsx",Pro Forma,E26,"=IFERROR(E14-E23,"""")","=IFERROR(E24,"""")"
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV Master Sheet - Briggs.xlsx",Pro Forma,F26,"=IFERROR(F14-F23,"""")","=IFERROR(F24,"""")"
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV Master Sheet - Briggs.xlsx",Pro Forma,G26,"=IFERROR(G14-G23,"""")","=IFERROR(G24,"""")"
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV Master Sheet - Briggs.xlsx",Pro Forma,H26,"=IFERROR(H14-H23,"""")","=IFERROR(H24,"""")"
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV Master Sheet - Briggs.xlsx",Pro Forma,I26,"=IFERROR(I14-I23,"""")","=IFERROR(I24,"""")"
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV Master Sheet - Briggs.xlsx",Pro Forma,J26,"=IFERROR(J14-J23,"""")","=IFERROR(J24,"""")"
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV Master Sheet - Briggs.xlsx",Pro Forma,K26,"=IFERROR(K14-K23,"""")","=IFERROR(K24,"""")"
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV Master Sheet - Briggs.xlsx",Pro Forma,L26,"=IFERROR(L14-L23,"""")","=IFERROR(L24,"""")"
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV Master Sheet - Briggs.xlsx",Pro Forma,M26,"=IFERROR(M14-M23,"""")","=IFERROR(IF(M24="""","""",M24+M25),"""")"
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV Master Sheet - Briggs.xlsx",Pro Forma,A28,  VALUATION MATRIX — Year 1 NOI,
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV Master Sheet - Briggs.xlsx",Pro Forma,C28,,UNLEVERAGED IRR
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV Master Sheet - Briggs.xlsx",Pro Forma,G28,,EQUITY REALIZATION MULTIPLE
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV Master Sheet - Briggs.xlsx",Pro Forma,K28,,AVG CASH-ON-CASH RETURN
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV Master Sheet - Briggs.xlsx",Pro Forma,B29,NOI Scenario,
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV Master Sheet - Briggs.xlsx",Pro Forma,C29,0.045,"=IFERROR(IF(C26="""","""",IRR(C26:M26)),"""")"
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV Master Sheet - Briggs.xlsx",Pro Forma,D29,0.05,
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV Master Sheet - Briggs.xlsx",Pro Forma,E29,0.055,
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV Master Sheet - Briggs.xlsx",Pro Forma,F29,0.06,
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV Master Sheet - Briggs.xlsx",Pro Forma,G29,0.065,"=IFERROR(IF(OR(C26="""",C26=0),"""",SUM(D26:M26)/(-C26)),"""")"
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV Master Sheet - Briggs.xlsx",Pro Forma,H29,0.07,
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV Master Sheet - Briggs.xlsx",Pro Forma,I29,0.075,
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV Master Sheet - Briggs.xlsx",Pro Forma,K29,,"=IFERROR(IF(OR(C26="""",C26=0),"""",AVERAGE(D26:L26)/(-C26)),"""")"
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV Master Sheet - Briggs.xlsx",Pro Forma,B30,-10% NOI,
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV Master Sheet - Briggs.xlsx",Pro Forma,C30,"=IFERROR(D26*(1+-0.1)/0.045,"""")",
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV Master Sheet - Briggs.xlsx",Pro Forma,D30,"=IFERROR(D26*(1+-0.1)/0.05,"""")",
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV Master Sheet - Briggs.xlsx",Pro Forma,E30,"=IFERROR(D26*(1+-0.1)/0.055,"""")",
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV Master Sheet - Briggs.xlsx",Pro Forma,F30,"=IFERROR(D26*(1+-0.1)/0.06,"""")",
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV Master Sheet - Briggs.xlsx",Pro Forma,G30,"=IFERROR(D26*(1+-0.1)/0.065,"""")",
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV Master Sheet - Briggs.xlsx",Pro Forma,H30,"=IFERROR(D26*(1+-0.1)/0.07,"""")",
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV Master Sheet - Briggs.xlsx",Pro Forma,I30,"=IFERROR(D26*(1+-0.1)/0.075,"""")",
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV Master Sheet - Briggs.xlsx",Pro Forma,B31,-5% NOI,
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV Master Sheet - Briggs.xlsx",Pro Forma,C31,"=IFERROR(D26*(1+-0.05)/0.045,"""")",
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV Master Sheet - Briggs.xlsx",Pro Forma,D31,"=IFERROR(D26*(1+-0.05)/0.05,"""")",
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV Master Sheet - Briggs.xlsx",Pro Forma,E31,"=IFERROR(D26*(1+-0.05)/0.055,"""")",
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV Master Sheet - Briggs.xlsx",Pro Forma,F31,"=IFERROR(D26*(1+-0.05)/0.06,"""")",
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV Master Sheet - Briggs.xlsx",Pro Forma,G31,"=IFERROR(D26*(1+-0.05)/0.065,"""")",
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV Master Sheet - Briggs.xlsx",Pro Forma,H31,"=IFERROR(D26*(1+-0.05)/0.07,"""")",
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV Master Sheet - Briggs.xlsx",Pro Forma,I31,"=IFERROR(D26*(1+-0.05)/0.075,"""")",
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV Master Sheet - Briggs.xlsx",Pro Forma,A32,,CASH FLOW AFTER DEBT SERVICE  —  LEVERAGED ANALYSIS
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV Master Sheet - Briggs.xlsx",Pro Forma,B32,Base NOI,
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV Master Sheet - Briggs.xlsx",Pro Forma,C32,"=IFERROR(D26*(1+0)/0.045,"""")",
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV Master Sheet - Briggs.xlsx",Pro Forma,D32,"=IFERROR(D26*(1+0)/0.05,"""")",
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV Master Sheet - Briggs.xlsx",Pro Forma,E32,"=IFERROR(D26*(1+0)/0.055,"""")",
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV Master Sheet - Briggs.xlsx",Pro Forma,F32,"=IFERROR(D26*(1+0)/0.06,"""")",
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV Master Sheet - Briggs.xlsx",Pro Forma,G32,"=IFERROR(D26*(1+0)/0.065,"""")",
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV Master Sheet - Briggs.xlsx",Pro Forma,H32,"=IFERROR(D26*(1+0)/0.07,"""")",
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV Master Sheet - Briggs.xlsx",Pro Forma,I32,"=IFERROR(D26*(1+0)/0.075,"""")",
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV Master Sheet - Briggs.xlsx",Pro Forma,A33,,Net Operating Income
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV Master Sheet - Briggs.xlsx",Pro Forma,B33,+5% NOI,
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV Master Sheet - Briggs.xlsx",Pro Forma,C33,"=IFERROR(D26*(1+0.05)/0.045,"""")",
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV Master Sheet - Briggs.xlsx",Pro Forma,D33,"=IFERROR(D26*(1+0.05)/0.05,"""")","=IFERROR(D20,"""")"
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV Master Sheet - Briggs.xlsx",Pro Forma,E33,"=IFERROR(D26*(1+0.05)/0.055,"""")","=IFERROR(E20,"""")"
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV Master Sheet - Briggs.xlsx",Pro Forma,F33,"=IFERROR(D26*(1+0.05)/0.06,"""")","=IFERROR(F20,"""")"
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV Master Sheet - Briggs.xlsx",Pro Forma,G33,"=IFERROR(D26*(1+0.05)/0.065,"""")","=IFERROR(G20,"""")"
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV Master Sheet - Briggs.xlsx",Pro Forma,H33,"=IFERROR(D26*(1+0.05)/0.07,"""")","=IFERROR(H20,"""")"
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV Master Sheet - Briggs.xlsx",Pro Forma,I33,"=IFERROR(D26*(1+0.05)/0.075,"""")","=IFERROR(I20,"""")"
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV Master Sheet - Briggs.xlsx",Pro Forma,J33,,"=IFERROR(J20,"""")"
